,Item_Identifier,Item_Code,Item_Type,Item_Fat_Content,Item_Type_Cluster,Is_Misc_Item,Item_MRP,Item_Outlet_Sales,Log_Sales,Mean_LogSale_per_Item_Identifier,Mean_LogSale_per_Outlet_Identifier,Mean_LogSale_per_Item_Profile,Sales_to_MRP,Item_Profile,Outlet_Type,Outlet_Age,Item_Profile_Freq_Bin,Freq_Bin_Item_Cluster,Median_Log_Sales_ItemCluster_OutletType,Median_Log_Sales_per_Outlet,Median_Log_Sales_per_Item_Cluster,Median_Log_Sales_per_ItemProfile_OutletType,MRP_per_Year,Median_Log_Sales_Per_City_Tier,Median_MRP_ItemType_Per_Tier,MRP_Deviation_From_Tier_Median,Abs_MRP_Deviation,Median_Log_Sales_per_Item_OutletType,Median_Sales_per_Item_OutletType,Outlet_Identifier
24,843,1,5,1,4,0,165.021,4078.025,8.31361326825195,7.709639490553424,7.497239398596627,7.249239307292764,24.712157846577085,8,1,28,0,1,7.583980893998901,7.5739421692846935,7.49294468503679,7.525417416584517,5.893607142857142,7.305455015205315,122.4598,42.561199999999985,42.561199999999985,7.525417416584517,1853.5872,8
25,1294,2,9,0,2,0,45.906,838.908,6.733292362029665,6.551208898207379,7.530050480329019,7.345772993646435,18.274473924977134,15,1,18,0,1,7.661010252118305,7.603926109403291,7.5509371251305115,7.716940685013205,2.550333333333333,7.60342826700307,156.4656,-110.55959999999999,110.55959999999999,7.716940685013205,2245.0776,2
26,1024,1,13,1,4,0,42.3112,1065.28,6.9719312344007,5.65530660254543,7.573811673196162,7.373886730860339,25.177258030970513,12,1,21,0,1,7.583980893998901,7.654563787922667,7.49294468503679,7.644097476216769,2.0148190476190475,7.60342826700307,143.8102,-101.49900000000001,101.49900000000001,7.644097476216769,2087.283,6
27,101,0,7,0,0,0,39.1164,308.9312,5.736350337363997,5.926116092494058,7.464363843279843,7.261518633865937,7.8977411009193075,1,1,38,0,1,7.468544092939159,7.626403080219326,7.383310345446207,7.512409112249449,1.029378947368421,7.502907590270665,154.4498,-115.33340000000001,115.33340000000001,7.512409112249449,1829.6184,1
28,350,1,4,1,3,0,45.5086,178.4344,5.189809681521668,5.7100476912655465,5.537878967531135,7.344685351703342,3.920894072768664,7,0,27,0,0,5.542578758317674,5.526809787121378,7.494797222203446,5.669733325881707,1.6855037037037037,7.502907590270665,151.934,-106.4254,106.4254,5.5796838552321795,263.98969999999997,0
29,244,1,3,1,4,0,43.6454,125.8362,4.842896490217898,5.833123103729194,5.581046359243091,7.37314141891374,2.8831491978536112,6,0,40,0,0,5.558089741325828,5.584702693357622,7.49294468503679,5.658185905529179,1.091135,7.305455015205315,141.3838,-97.73840000000001,97.73840000000001,5.658185905529179,285.6282,4
30,1048,1,4,0,3,0,55.7956,163.7868,5.10465251718005,6.460173643399827,5.546156483390481,7.368330699816161,2.935478783273233,7,0,27,0,0,5.542578758317674,5.526809787121378,7.494797222203446,5.669733325881707,2.0665037037037037,7.502907590270665,151.934,-96.13839999999999,96.13839999999999,5.5796838552321795,263.98969999999997,0
31,1480,2,8,0,2,0,96.4436,2741.7644,7.916721595888904,7.295645088273118,7.362077913097834,7.262269066161278,28.428681633617995,14,2,16,0,2,7.396874044354185,7.41226797690749,7.5509371251305115,7.373620826123089,6.027725,7.502907590270665,125.9533,-29.509699999999995,29.509699999999995,7.373620826123089,1592.5936000000002,3
32,756,1,13,0,4,0,256.6672,3068.0064,8.029109139987389,8.464487304681805,7.341617482908678,7.374825138247131,11.953246850396154,12,2,16,0,2,7.417477939024452,7.41226797690749,7.49294468503679,7.534967635573844,16.0417,7.502907590270665,147.5102,109.15699999999998,109.15699999999998,7.534967635573844,1871.5638,3
33,706,1,1,0,4,0,93.1436,2174.5028,7.685015089220353,7.149139771325585,7.472976498600231,7.3274920790828135,23.345702764333787,4,1,23,0,1,7.583980893998901,7.515314505368987,7.49294468503679,7.591680300741563,4.049721739130435,7.60342826700307,126.252,-33.10839999999999,33.10839999999999,7.591680300741563,1980.755,7
34,64,0,14,0,0,0,174.8738,2085.2856,7.6431405389407,7.557602216754488,7.513776265299001,7.186834832588451,11.924516994541202,2,1,28,0,1,7.468544092939159,7.5739421692846935,7.383310345446207,7.444698686167708,6.245492857142857,7.305455015205315,144.3128,30.56099999999998,30.56099999999998,7.444698686167708,1709.7744,8
35,1533,2,8,0,2,0,146.7102,3791.0652,8.240666057319922,6.879976970236418,7.514959487516445,7.216794472489468,25.84050188739432,14,1,26,0,1,7.661010252118305,7.584319360533787,7.5509371251305115,7.576504228617177,5.6427,7.305455015205315,130.3468,16.363399999999984,16.363399999999984,7.576504228617177,1950.794,9
36,1032,1,6,1,3,0,128.0678,2797.6916,7.936907301237016,6.7801446740321465,8.039122097700634,7.3304244629379385,21.84539439265763,9,3,40,0,3,8.191943178961345,8.121466470910779,7.494797222203446,8.293491502175813,3.201695,7.502907590270665,132.8626,-4.794799999999981,4.794799999999981,8.293491502175813,3996.7974,5
37,143,0,14,1,0,0,122.5388,1609.9044,7.384551039392579,7.6579986650257394,7.362077913097834,7.224803267013506,13.137915501049465,2,2,16,0,2,7.433328616560531,7.41226797690749,7.383310345446207,7.302543484890929,7.658675,7.502907590270665,144.6773,-22.138500000000008,22.138500000000008,7.302543484890929,1488.063,3
38,1124,1,13,1,4,0,36.9874,388.1614,5.96399416759279,5.478116839145037,8.040429555045952,7.36003598848004,10.494422424933893,12,3,40,0,3,8.122652592960296,8.121466470910779,7.49294468503679,8.167469346797978,0.924685,7.502907590270665,147.5102,-110.52279999999999,110.52279999999999,8.167469346797978,3523.4136,5
39,214,1,13,0,4,0,87.6198,2180.495,7.687765700560121,7.018016325309888,8.024200479454251,7.374825138247131,24.885870545242057,12,3,40,0,3,8.122652592960296,8.121466470910779,7.49294468503679,8.167469346797978,2.190495,7.502907590270665,147.5102,-59.8904,59.8904,8.167469346797978,3523.4136,5
40,968,1,4,0,3,0,230.6352,3435.528,8.142216938353288,7.873543610703342,7.4836806477602815,7.356158082442826,14.895939561697427,7,1,28,0,1,7.609222379182855,7.5739421692846935,7.494797222203446,7.6200566468552005,8.236971428571428,7.305455015205315,145.0128,85.6224,85.6224,7.571016267748703,1940.1412,8
41,567,1,10,0,3,0,126.002,2150.534,7.673936355081979,6.804017454170732,7.503081472894519,7.295400944042438,17.06745924667863,10,1,38,0,1,7.609222379182855,7.626403080219326,7.494797222203446,7.60872716652003,3.3158421052631577,7.502907590270665,143.7812,-17.779200000000017,17.779200000000017,7.60872716652003,2014.7108,1
42,180,1,13,0,4,0,192.9136,2527.3768,7.835332794792717,8.178734244926744,7.514959487516445,7.353094745785227,13.10108152043194,12,1,26,0,1,7.583980893998901,7.584319360533787,7.49294468503679,7.644097476216769,7.419753846153847,7.305455015205315,147.5247,45.38890000000001,45.38890000000001,7.644097476216769,2087.283,9
43,236,1,3,0,4,0,259.9278,6768.5228,8.820185875977355,8.041767583717728,7.341617482908678,7.35933000338352,26.040011110777673,6,2,16,0,2,7.417477939024452,7.41226797690749,7.49294468503679,7.332594075194753,16.2454875,7.502907590270665,123.0059,136.9219,136.9219,7.332594075194753,1528.3438999999998,3
44,611,1,3,1,4,0,126.5046,373.5138,5.925628651410538,7.48695841234872,7.4805229744783714,7.37314141891374,2.9525708946552136,6,1,38,0,1,7.583980893998901,7.626403080219326,7.49294468503679,7.617270716092915,3.3290684210526313,7.502907590270665,123.0059,3.4986999999999995,3.4986999999999995,7.617270716092915,2032.0216,1
45,641,1,4,0,3,0,178.1002,358.2004,5.88388045001317,8.345634351019337,5.546156483390481,7.368330699816161,2.0112296336556605,7,0,27,0,0,5.542578758317674,5.526809787121378,7.494797222203446,5.669733325881707,6.596303703703704,7.502907590270665,151.934,26.166200000000003,26.166200000000003,5.5796838552321795,263.98969999999997,0
46,1438,2,8,0,2,0,153.3024,2428.8384,7.7955800320656214,7.938926370975518,7.448250849711377,7.19750001102729,15.843446677938513,14,1,23,0,1,7.661010252118305,7.515314505368987,7.5509371251305115,7.576504228617177,6.665321739130435,7.60342826700307,129.2626,24.039800000000014,24.039800000000014,7.576504228617177,1950.794,7
47,1057,1,3,0,4,0,265.2226,5815.0972,8.668384731590896,8.202258623140688,7.451082142602913,7.37314141891374,21.925345728456005,6,1,23,0,1,7.583980893998901,7.515314505368987,7.49294468503679,7.617270716092915,11.531417391304348,7.60342826700307,143.1654,122.0572,122.0572,7.617270716092915,2032.0216,7
48,586,1,0,1,4,0,60.622,2576.646,7.85463185832182,6.557919756644662,7.505268090848811,7.194959824287667,42.503480584606265,3,1,28,0,1,7.583980893998901,7.5739421692846935,7.49294468503679,7.4763026940951605,2.1650714285714288,7.305455015205315,107.2938,-46.671800000000005,46.671800000000005,7.4763026940951605,1764.7029,8
49,869,1,4,1,3,0,196.8794,780.3176,6.66098172530728,8.311035449418204,5.5502634016873245,7.331805396597066,3.963429388752708,7,0,40,0,0,5.542578758317674,5.584702693357622,7.494797222203446,5.669733325881707,4.921985,7.305455015205315,145.0128,51.866600000000005,51.866600000000005,5.5796838552321795,263.98969999999997,4
50,1378,2,8,0,2,0,143.8812,3134.5864,8.050571485017242,7.787659838573388,7.505268090848811,7.262269066161278,21.785934507079457,14,1,28,0,1,7.661010252118305,7.5739421692846935,7.5509371251305115,7.576504228617177,5.138614285714286,7.305455015205315,130.3468,13.534400000000005,13.534400000000005,7.576504228617177,1950.794,8
51,642,1,5,0,4,0,141.5154,850.8924,6.747460227774114,7.816721948992276,7.503081472894519,7.236175194377211,6.012719463747408,8,1,38,0,1,7.583980893998901,7.626403080219326,7.49294468503679,7.525417416584517,3.7240894736842107,7.502907590270665,129.431,12.084399999999988,12.084399999999988,7.525417416584517,1853.5872,1
52,830,1,3,1,4,0,117.0492,810.9444,6.699431864910897,7.317902475653514,7.4773228928017215,7.35933000338352,6.928235306178938,6,1,38,0,1,7.583980893998901,7.626403080219326,7.49294468503679,7.617270716092915,3.080242105263158,7.502907590270665,123.0059,-5.956699999999998,5.956699999999998,7.617270716092915,2032.0216,1
53,177,1,6,0,3,0,196.3794,3121.2704,8.04631570847155,7.422743549559542,7.503790504059262,7.3304244629379385,15.894082576889435,9,1,18,0,1,7.609222379182855,7.603926109403291,7.494797222203446,7.626406450193304,10.909966666666667,7.60342826700307,147.6418,48.737600000000015,48.737600000000015,7.626406450193304,2050.664,2
54,1442,2,9,0,2,0,151.4708,4815.0656,8.479712608158346,7.5256109711954435,7.506569377653555,7.335696684322737,31.788738159434004,15,1,18,0,1,7.661010252118305,7.603926109403291,7.5509371251305115,7.716940685013205,8.415044444444444,7.60342826700307,156.4656,-4.994799999999998,4.994799999999998,7.716940685013205,2245.0776,2
55,553,1,13,0,4,0,249.0408,6258.52,8.741858783837994,7.6377508214200205,7.305528207619562,7.36003598848004,25.13050070510534,12,2,16,0,2,7.417477939024452,7.41226797690749,7.49294468503679,7.534967635573844,15.56505,7.502907590270665,147.5102,101.53059999999999,101.53059999999999,7.534967635573844,1871.5638,3
56,1538,2,9,0,2,0,106.1622,2117.244,7.658342722547712,6.843120135236502,7.472976498600231,7.340016325695475,19.943482708534674,15,1,23,0,1,7.661010252118305,7.515314505368987,7.5509371251305115,7.716940685013205,4.615747826086957,7.60342826700307,156.4656,-50.303399999999996,50.303399999999996,7.716940685013205,2245.0776,7
57,107,0,7,0,0,0,38.0506,796.9626,6.682061729183589,5.59950246871776,7.531111528493944,7.307769813980051,20.944810331505945,1,1,26,0,1,7.468544092939159,7.584319360533787,7.383310345446207,7.512409112249449,1.4634846153846155,7.305455015205315,127.3849,-89.3343,89.3343,7.512409112249449,1829.6184,9
58,1183,1,13,0,4,0,194.511,4910.275,8.499288861213493,7.593278576147,7.505268090848811,7.373886730860339,25.244202127386114,12,1,28,0,1,7.583980893998901,7.5739421692846935,7.49294468503679,7.644097476216769,6.946821428571428,7.305455015205315,147.5247,46.9863,46.9863,7.644097476216769,2087.283,8
59,485,1,3,0,4,0,180.0344,892.172,6.794779171512263,7.875636916229364,5.581046359243091,7.37314141891374,4.955564047759763,6,0,40,0,0,5.558089741325828,5.584702693357622,7.49294468503679,5.658185905529179,4.50086,7.305455015205315,141.3838,38.6506,38.6506,5.658185905529179,285.6282,4
60,629,1,6,0,3,0,246.9144,3185.1872,8.066580245806012,8.46043484615687,7.305528207619562,7.327570953546424,12.899965332115096,9,2,16,0,2,7.40054152720949,7.41226797690749,7.494797222203446,7.3745821175675434,15.43215,7.502907590270665,132.8626,114.05180000000001,114.05180000000001,7.3745821175675434,1593.9252,3
61,1039,1,10,1,3,0,87.3514,1062.6168,6.969430454655927,6.187373431159504,7.472976498600231,7.295400944042438,12.16485139333771,10,1,23,0,1,7.609222379182855,7.515314505368987,7.494797222203446,7.60872716652003,3.7978869565217392,7.60342826700307,150.7366,-63.38520000000001,63.38520000000001,7.60872716652003,2014.7108,7
62,361,1,6,0,3,0,38.2848,484.7024,6.185596090661295,5.797827676629947,8.024200479454251,7.350174364288564,12.66043965229021,9,3,40,0,3,8.191943178961345,8.121466470910779,7.494797222203446,8.293491502175813,0.95712,7.502907590270665,132.8626,-94.5778,94.5778,8.293491502175813,3996.7974,5
63,1199,1,5,1,4,0,51.0692,147.8076,5.002654196363512,5.426994612685153,5.581046359243091,7.285824669244764,2.8942611202055257,8,0,40,0,0,5.558089741325828,5.584702693357622,7.49294468503679,5.438232340691498,1.2767300000000001,7.305455015205315,122.4598,-71.3906,71.3906,5.438232340691498,229.0352,4
64,1202,1,13,0,4,0,255.8356,2543.356,7.841632851776647,8.217537559046109,8.040429555045952,7.36003598848004,9.941368597646298,12,3,40,0,3,8.122652592960296,8.121466470910779,7.49294468503679,8.167469346797978,6.39589,7.502907590270665,147.5102,108.3254,108.3254,8.167469346797978,3523.4136,5
65,266,1,13,0,4,0,185.4266,184.4266,5.222659116411064,8.273074961161,5.566348390394138,7.373886730860339,0.9946070304907706,12,0,27,0,0,5.558089741325828,5.526809787121378,7.49294468503679,5.738475573655711,6.867651851851853,7.502907590270665,147.5102,37.91640000000001,37.91640000000001,5.738475573655711,309.597,0
66,441,1,10,0,3,0,172.5738,4865.6664,8.490164464233796,7.381467598640063,7.549659490047381,7.262047573887133,28.194699311251192,10,1,21,0,1,7.609222379182855,7.654563787922667,7.494797222203446,7.60872716652003,8.2178,7.60342826700307,150.7366,21.837199999999996,21.837199999999996,7.60872716652003,2014.7108,6
67,1218,1,4,1,3,0,186.024,1118.544,7.0206767385268405,7.876100882615527,7.452492847391517,7.344685351703342,6.012901561088889,7,1,23,0,1,7.609222379182855,7.515314505368987,7.494797222203446,7.6200566468552005,8.088,7.60342826700307,150.03789999999998,35.98610000000002,35.98610000000002,7.571016267748703,1940.1412,7
68,72,0,14,0,0,0,164.8526,2302.3364,7.742113959496482,7.7925464748264615,7.465883746184298,7.219593462642982,13.966030259759323,2,1,23,0,1,7.468544092939159,7.515314505368987,7.383310345446207,7.444698686167708,7.167504347826087,7.60342826700307,141.9154,22.93719999999999,22.93719999999999,7.444698686167708,1709.7744,7
69,1343,2,8,0,2,0,95.841,2027.361,7.614983356759096,7.298402634379749,7.505268090848811,7.262269066161278,21.153379034025104,14,1,28,0,1,7.661010252118305,7.5739421692846935,7.5509371251305115,7.576504228617177,3.4228928571428567,7.305455015205315,130.3468,-34.50580000000001,34.50580000000001,7.576504228617177,1950.794,8
70,541,1,13,1,4,0,170.1764,3435.528,8.142216938353288,7.555502108008523,7.497239398596627,7.374825138247131,20.188040174783332,12,1,28,0,1,7.583980893998901,7.5739421692846935,7.49294468503679,7.644097476216769,6.077728571428572,7.305455015205315,147.5247,22.651700000000005,22.651700000000005,7.644097476216769,2087.283,8
71,586,1,0,1,4,0,59.222,599.22,6.397296254677018,6.709227154286017,7.4805229744783714,7.147534529590462,10.118199317821077,3,1,38,0,1,7.583980893998901,7.626403080219326,7.49294468503679,7.4763026940951605,1.5584736842105265,7.502907590270665,119.744,-60.522,60.522,7.4763026940951605,1764.7029,1
72,453,1,15,0,4,0,164.7526,4604.6728,8.435044040080516,7.987181830410403,7.452492847391517,7.412081697163193,27.949014461683785,13,1,23,0,1,7.583980893998901,7.515314505368987,7.49294468503679,7.711279793680513,7.163156521739131,7.60342826700307,127.102,37.6506,37.6506,7.711279793680513,2232.4274,7
73,394,1,3,0,4,0,189.6188,2285.0256,7.734570042892227,7.167766338718686,7.504907891182779,7.360147735140188,12.050627891327235,6,1,18,0,1,7.583980893998901,7.603926109403291,7.49294468503679,7.617270716092915,10.534377777777777,7.60342826700307,143.1654,46.45339999999999,46.45339999999999,7.617270716092915,2032.0216,2
74,1552,2,9,0,2,0,254.3698,5580.7356,8.627255046439146,7.730751619704957,7.525084721442317,7.335696684322737,21.939458221848664,15,1,26,0,1,7.661010252118305,7.584319360533787,7.5509371251305115,7.716940685013205,9.783453846153845,7.305455015205315,151.4195,102.9503,102.9503,7.716940685013205,2245.0776,9
75,254,1,5,1,4,0,114.0176,2290.352,7.7368973153479965,7.538431079945262,7.513776265299001,7.285824669244764,20.08770575770757,8,1,28,0,1,7.583980893998901,7.5739421692846935,7.49294468503679,7.525417416584517,4.072057142857143,7.305455015205315,122.4598,-8.4422,8.4422,7.525417416584517,1853.5872,8
76,781,1,13,0,4,0,172.3422,1207.0954,7.09680034888645,7.973200703290559,7.539597872515122,7.374825138247131,7.004061686574732,12,1,26,0,1,7.583980893998901,7.584319360533787,7.49294468503679,7.644097476216769,6.628546153846154,7.305455015205315,147.5247,24.817499999999995,24.817499999999995,7.644097476216769,2087.283,9
77,682,1,0,0,4,0,89.9804,643.1628,6.467951489188129,7.4183880289420365,5.571716447873443,7.181712986424338,7.147809967504032,3,0,40,0,0,5.558089741325828,5.584702693357622,7.49294468503679,5.414805341753303,2.24951,7.305455015205315,107.2938,-17.3134,17.3134,5.414805341753303,223.7088,4
78,582,1,5,0,4,0,104.9622,1587.933,7.370818000764178,7.516617326911273,7.503790504059262,7.2346129455711905,15.128617730954577,8,1,18,0,1,7.583980893998901,7.603926109403291,7.49294468503679,7.525417416584517,5.8312333333333335,7.60342826700307,141.5838,-36.6216,36.6216,7.525417416584517,1853.5872,2
79,1037,1,3,0,4,0,222.5456,5305.0944,8.57661132571922,7.849718009745985,7.472976498600231,7.360147735140188,23.83823539984614,6,1,23,0,1,7.583980893998901,7.515314505368987,7.49294468503679,7.617270716092915,9.675895652173914,7.60342826700307,143.1654,79.3802,79.3802,7.617270716092915,2032.0216,7
80,316,1,13,0,4,0,101.87,1697.79,7.437671511913667,6.966664176164389,7.505268090848811,7.373886730860339,16.666241287915966,12,1,28,0,1,7.583980893998901,7.5739421692846935,7.49294468503679,7.644097476216769,3.638214285714286,7.305455015205315,147.5247,-45.65469999999999,45.65469999999999,7.644097476216769,2087.283,8
81,656,1,5,1,4,0,180.3344,1427.4752,7.264362860652083,7.741608820564655,7.497239398596627,7.249239307292764,7.915712143662001,8,1,28,0,1,7.583980893998901,7.5739421692846935,7.49294468503679,7.525417416584517,6.440514285714285,7.305455015205315,122.4598,57.87459999999999,57.87459999999999,7.525417416584517,1853.5872,8
82,1053,1,13,0,4,0,187.9556,4693.89,8.454229962187917,7.9627342057586565,7.341617482908678,7.374825138247131,24.973397972712696,12,2,16,0,2,7.417477939024452,7.41226797690749,7.49294468503679,7.534967635573844,11.747225,7.502907590270665,147.5102,40.44540000000001,40.44540000000001,7.534967635573844,1871.5638,3
